card_id,card_index,card_brand,card_type,has_chip,cards_issued,credit_limit,year_pin_last_changed,card_on_dark_web,expire_month,expire_year,opening_month,opening_year,user_id,card_last4
3646,1,Mastercard,Debit,YES,1,19578.0,2020,No,11,2020,01,2020,1190,9440
3647,2,Visa,Debit,YES,2,2944.0,2020,No,04,2024,01,2020,1190,6784
3648,0,Mastercard,Debit,YES,1,20773.0,2020,No,03,2023,02,2020,1191,0324
3649,1,Mastercard,Debit,YES,2,24203.0,2020,No,01,2022,02,2020,1191,4786
3650,2,Mastercard,Debit (Prepaid),YES,2,98.0,2020,No,07,2020,01,2020,1191,2732
3651,0,Mastercard,Debit,YES,2,2727.0,2014,No,11,2020,06,2009,1192,2597
3652,1,Amex,Credit,YES,2,6800.0,2002,No,03,2023,09,2002,1192,1909
3653,2,Visa,Debit,YES,1,22516.0,2016,No,03,2019,05,2016,1192,2723
3654,3,Discover,Credit,YES,2,11500.0,2009,No,12,2021,12,2004,1192,8197
3655,0,Visa,Debit,NO,2,15214.0,2010,No,12,2021,10,2009,1193,1495
3656,1,Visa,Debit,YES,2,23687.0,2020,No,12,2024,01,2020,1193,8706
3657,2,Visa,Debit,YES,1,18048.0,2007,No,11,2021,08,2006,1193,6294
3658,0,Visa,Debit,YES,1,25102.0,2014,No,03,2020,11,2010,1194,2267
3659,0,Visa,Debit,YES,2,13773.0,2008,No,01,2022,05,2008,1195,1238
3660,1,Mastercard,Debit,YES,1,12892.0,2011,No,05,2021,08,2011,1195,2958
3661,0,Amex,Credit,YES,2,6600.0,2012,No,05,2019,11,2012,1196,7716
3662,1,Visa,Debit,YES,2,25650.0,2016,No,04,2024,05,2016,1196,0870
3663,2,Mastercard,Debit,YES,2,37192.0,2010,No,06,2020,09,2009,1196,8219
3664,0,Mastercard,Debit,YES,1,5779.0,2014,No,04,2021,09,2006,1197,6742
3665,1,Visa,Debit,YES,1,13325.0,2011,No,08,2023,05,2001,1197,0576
3666,2,Amex,Credit,YES,1,4000.0,2009,No,01,2023,11,2005,1197,4842
3667,3,Amex,Credit,YES,1,6900.0,2012,No,02,2023,05,2000,1197,5230
3668,0,Mastercard,Debit,YES,1,35702.0,2017,No,10,2023,09,2017,1198,5173
3669,1,Amex,Credit,YES,1,13200.0,2020,No,08,2024,02,2020,1198,2916
3670,2,Visa,Credit,YES,2,21700.0,2018,No,03,2020,11,2018,1198,0115
3671,3,Visa,Credit,NO,1,13700.0,2020,No,08,2020,01,2020,1198,8159
3672,0,Visa,Debit,YES,1,24389.0,2020,No,10,2020,01,2020,1199,0483
3673,1,Mastercard,Debit (Prepaid),YES,2,74.0,2019,No,02,2020,03,2019,1199,4402
3674,2,Amex,Credit,YES,1,12100.0,2011,No,12,2020,01,2006,1199,6750
3675,0,Mastercard,Debit,YES,1,16640.0,2009,No,11,2022,10,2008,1200,9937
3676,1,Mastercard,Debit,YES,1,14889.0,2011,No,09,2013,06,2010,1200,6224
3677,2,Visa,Debit,YES,1,19080.0,2010,No,06,2021,07,2007,1200,8665
3678,0,Visa,Credit,NO,2,7600.0,2015,No,10,2023,05,2015,1201,3951
3679,0,Mastercard,Debit,YES,2,14525.0,2014,No,03,2023,11,1997,1202,7280
3680,1,Visa,Debit,YES,1,15636.0,2014,No,02,2020,02,2005,1202,3000
3681,2,Mastercard,Debit,YES,2,13296.0,2016,No,08,2023,10,2008,1202,7658
3682,3,Visa,Credit,NO,2,10100.0,2011,No,03,2023,09,2003,1202,8898
3683,4,Visa,Debit,NO,1,36412.0,2007,No,09,2024,04,2001,1202,8911
3684,0,Visa,Debit,YES,1,4589.0,2012,No,11,2023,09,2004,1203,5607
3685,1,Mastercard,Debit,YES,1,17474.0,2015,No,02,2020,06,2005,1203,6033
3686,0,Amex,Credit,YES,1,12000.0,2020,No,05,2024,01,2020,1204,1679
3687,1,Amex,Credit,YES,1,16900.0,2020,No,02,2020,02,2020,1204,9737
3688,2,Mastercard,Debit,YES,1,26277.0,2010,No,07,2023,02,2010,1204,3124
3689,3,Mastercard,Debit,YES,1,26317.0,2014,No,02,2020,04,2014,1204,1958
3690,0,Visa,Credit,YES,2,13600.0,2017,No,01,2022,07,2017,1205,4716
3691,0,Mastercard,Debit,NO,2,21540.0,2020,No,08,2024,02,2020,1206,9728
3692,0,Mastercard,Debit,YES,1,37468.0,2014,No,03,2020,02,2014,1207,8164
3693,1,Visa,Debit,NO,1,27864.0,2012,No,04,2021,10,2009,1207,6898
3694,2,Visa,Debit (Prepaid),NO,1,65.0,2018,No,02,2020,06,2018,1207,5993
3695,3,Visa,Debit,YES,1,31842.0,2016,No,03,2020,07,2016,1207,4139
3696,4,Visa,Credit,YES,2,14900.0,2011,No,03,2020,06,2002,1207,2476
3697,5,Visa,Credit,YES,2,12400.0,2018,No,08,2024,05,2018,1207,8213
3698,0,Mastercard,Debit,YES,2,14094.0,2018,No,12,2020,10,2011,1208,8899
3699,1,Mastercard,Debit,YES,1,8962.0,2011,No,01,2021,09,1999,1208,4839
3700,0,Mastercard,Debit,YES,1,15510.0,2011,No,02,2018,03,2011,1209,4762
3701,1,Mastercard,Debit,YES,1,20311.0,2012,No,06,2024,05,2010,1209,1850
3702,2,Visa,Debit,YES,1,13492.0,2010,No,09,2023,07,2010,1209,5057
3703,0,Mastercard,Debit,YES,2,10015.0,2020,No,02,2022,02,2020,1210,0843
3704,0,Mastercard,Debit (Prepaid),YES,1,77.0,2009,No,12,2023,08,2008,1211,3149
3705,1,Amex,Credit,YES,1,8200.0,2016,No,05,2022,02,2006,1211,9687
3706,2,Mastercard,Debit (Prepaid),YES,2,50.0,2008,No,10,2019,07,2008,1211,1394
3707,3,Mastercard,Debit,YES,1,297.0,2009,No,09,2010,09,2009,1211,4705
3708,0,Mastercard,Credit,YES,1,9300.0,2014,No,12,2022,11,2007,1212,3627
3709,1,Mastercard,Debit,YES,2,24425.0,2006,No,06,2023,03,2004,1212,4498
3710,2,Visa,Credit,YES,2,3900.0,2010,No,09,2021,01,2010,1212,1159
3711,3,Visa,Debit,YES,1,21098.0,2009,No,04,2020,04,2006,1212,2919
3712,4,Visa,Credit,YES,1,10800.0,2013,No,01,2020,10,2011,1212,8406
3713,5,Mastercard,Debit,YES,2,6817.0,2016,No,06,2024,06,2005,1212,5768
3714,0,Visa,Credit,YES,1,12600.0,2011,No,02,2024,01,2004,1213,6033
3715,1,Mastercard,Debit (Prepaid),NO,1,42.0,2004,No,11,2010,11,2001,1213,6638
3716,2,Mastercard,Credit,YES,2,6400.0,2009,No,12,2009,12,2006,1213,3741
3717,3,Visa,Credit,YES,1,9800.0,2011,No,07,2020,09,2010,1213,9362
3718,4,Visa,Debit,YES,1,4750.0,2011,No,07,2023,03,2003,1213,6457
3719,5,Visa,Debit,NO,2,6532.0,2009,No,08,2021,10,2009,1213,2664
3720,0,Mastercard,Debit,YES,1,1044.0,2016,No,11,2022,03,2016,1214,5247
3721,1,Mastercard,Debit,YES,1,746.0,2011,No,09,2018,03,2011,1214,1681
3722,2,Mastercard,Debit (Prepaid),YES,1,61.0,2020,No,02,2020,02,2020,1214,9884
3723,0,Mastercard,Debit (Prepaid),YES,2,58.0,2015,No,10,2008,11,2007,1215,9031
3724,0,Visa,Debit,YES,1,18771.0,2009,No,05,2022,09,2004,1216,6077
3725,1,Visa,Debit,YES,1,17108.0,2007,No,01,2023,10,2007,1216,8032
3726,2,Visa,Debit,YES,1,12446.0,2020,No,10,2023,02,2020,1216,0182
3727,3,Visa,Credit,YES,1,8200.0,2013,No,01,2021,07,2006,1216,1973
3728,4,Mastercard,Debit,YES,2,7081.0,2010,No,05,2022,04,2008,1216,7522
3729,0,Mastercard,Debit,YES,1,23009.0,2015,No,02,2024,02,2015,1217,9295
3730,1,Visa,Debit,YES,2,17973.0,2013,No,11,2017,12,2013,1217,4717
3731,2,Mastercard,Debit,YES,1,12254.0,2015,No,10,2023,08,2015,1217,1178
3732,3,Mastercard,Debit,YES,1,20799.0,2010,No,08,2022,09,2010,1217,3938
3733,0,Mastercard,Debit,YES,2,27320.0,2008,No,03,2021,04,2004,1218,1189
3734,0,Visa,Debit,YES,2,34818.0,2012,No,09,2023,09,2012,1219,7981
3735,1,Visa,Debit,YES,2,38837.0,2016,No,10,2020,03,2016,1219,2931
3736,2,Mastercard,Credit,YES,2,23500.0,2020,No,03,2024,08,2009,1219,0744
3737,0,Mastercard,Debit,YES,1,13014.0,2014,No,06,2020,02,2014,1220,9359
3738,1,Amex,Credit,YES,2,5500.0,2017,No,05,2023,10,2006,1220,3807
3739,2,Visa,Debit,YES,2,5949.0,2008,No,03,2020,09,2008,1220,1456
3740,0,Visa,Credit,YES,2,10700.0,2010,No,11,2023,09,2008,1221,9486
3741,1,Mastercard,Debit,YES,1,12451.0,2008,No,04,2022,07,2007,1221,1889
3742,2,Visa,Credit,YES,2,6700.0,2020,No,04,2024,02,2020,1221,6314
3743,3,Mastercard,Debit,YES,1,19086.0,2011,No,04,2018,08,2009,1221,0597
3744,4,Visa,Credit,YES,2,9700.0,2016,No,05,2021,04,2010,1221,4725
3745,0,Mastercard,Credit,YES,2,17200.0,2010,No,09,2008,12,2007,1222,2858
3746,1,Mastercard,Debit,YES,2,29486.0,2008,No,06,2015,09,2008,1222,1108
3747,2,Mastercard,Credit,YES,2,9700.0,2011,No,04,2023,02,2010,1222,0300
3748,3,Mastercard,Debit,YES,2,20111.0,2013,No,07,2022,09,2013,1222,7120
3749,4,Visa,Credit,YES,1,13200.0,2014,No,10,2021,04,2007,1222,8308
3750,0,Visa,Debit,YES,1,29728.0,2019,No,07,2020,08,2019,1223,6126
3751,1,Mastercard,Credit,NO,1,7900.0,2012,No,10,2024,12,2004,1223,2641
3752,2,Visa,Debit,YES,2,12106.0,2009,No,07,2023,02,2009,1223,0301
3753,3,Visa,Debit,YES,1,7452.0,2018,No,01,2013,01,2010,1223,5126
3754,0,Mastercard,Debit,YES,1,28281.0,2020,No,07,2021,02,2020,1224,9094
3755,1,Visa,Credit,YES,2,11400.0,2014,No,11,2013,05,2002,1224,4862
3756,2,Mastercard,Debit,YES,1,28790.0,2009,No,08,2024,03,2001,1224,6060
3757,0,Visa,Credit,YES,1,15700.0,2013,No,03,2010,03,1997,1225,3884
3758,1,Mastercard,Debit,YES,1,34075.0,2008,No,09,2023,11,2005,1225,2627
3759,2,Visa,Credit,YES,2,18600.0,2008,No,04,2012,09,2007,1225,3595
3760,0,Amex,Credit,YES,2,9700.0,2014,No,05,2024,02,2014,1226,4876
3761,1,Visa,Debit,YES,2,13352.0,2012,No,09,2022,11,2005,1226,2730
3762,2,Visa,Debit,YES,1,28179.0,2015,No,03,2024,12,2015,1226,8790
3763,0,Mastercard,Debit,YES,1,19132.0,2014,No,01,2024,12,2007,1227,4986
3764,0,Visa,Debit,YES,1,31535.0,2017,No,10,2019,07,2017,1228,2248
3765,1,Mastercard,Debit,YES,1,51951.0,2017,No,01,2018,02,2017,1228,6968
3766,2,Visa,Credit,YES,1,23400.0,2008,No,09,2020,11,2007,1228,2769
3767,3,Mastercard,Debit,YES,2,4130.0,2015,No,08,2020,12,2004,1228,8916
3768,4,Mastercard,Credit,YES,1,11500.0,2010,No,10,2011,07,2006,1228,7294
3769,0,Visa,Credit,YES,2,22100.0,2018,No,09,2020,09,2018,1229,2483
3770,1,Mastercard,Debit,YES,1,34722.0,2010,No,11,2010,11,2004,1229,5125
3771,2,Visa,Debit,YES,1,21885.0,2011,No,12,2011,06,2011,1229,3923
3772,3,Mastercard,Debit,YES,2,39870.0,2003,No,07,2020,12,2002,1229,2118
3773,0,Visa,Credit,YES,2,5900.0,2017,No,07,2021,11,2017,1230,3807
3774,0,Mastercard,Debit (Prepaid),YES,2,70.0,2009,No,03,2023,06,2009,1231,8823
3775,0,Mastercard,Debit,YES,2,66930.0,2012,No,03,2023,03,2012,1232,7781
3776,1,Mastercard,Debit,YES,2,72274.0,2018,No,05,2020,01,2018,1232,5876
3777,2,Mastercard,Debit,YES,2,130971.0,2010,No,09,2020,05,2002,1232,8540
3778,3,Visa,Debit,YES,1,52717.0,2020,No,11,2024,02,2020,1232,2096
3779,4,Visa,Credit,NO,1,25500.0,2012,No,12,2021,06,2010,1232,7215
3780,5,Visa,Debit,YES,2,42541.0,2012,No,10,2017,11,2008,1232,0328
3781,0,Mastercard,Debit,NO,1,5456.0,2020,No,04,2022,02,2020,1233,0723
3782,1,Visa,Debit,NO,1,12606.0,2013,No,04,2014,11,2013,1233,0988
3783,0,Mastercard,Debit,YES,2,20174.0,2011,No,08,2020,07,2011,1234,4631
3784,0,Mastercard,Debit,YES,1,20090.0,2011,No,01,2023,12,2010,1235,8258
3785,1,Visa,Debit,YES,1,11906.0,2009,No,03,2021,02,2006,1235,9042
3786,2,Mastercard,Debit,YES,1,27888.0,2017,No,01,2022,06,2017,1235,8875
3787,3,Mastercard,Debit,YES,1,24132.0,2008,No,04,2024,12,1998,1235,5957
3788,0,Mastercard,Debit,YES,2,13461.0,2010,No,12,2023,06,2006,1236,3243
3789,0,Amex,Credit,NO,1,9900.0,2009,No,08,2009,11,2007,1237,6555
3790,1,Mastercard,Debit,YES,2,4252.0,2019,No,11,2009,04,1994,1237,8270
3791,2,Visa,Credit,YES,2,9800.0,2011,No,12,2020,05,2009,1237,2848
3792,3,Mastercard,Debit,YES,2,16732.0,2019,No,07,2019,07,2019,1237,4083
3793,4,Visa,Debit,YES,1,13609.0,2020,No,01,2023,02,2020,1237,7151
3794,5,Mastercard,Debit,YES,2,17804.0,2009,No,05,2013,12,2009,1237,5997
3795,0,Visa,Credit,YES,2,6200.0,2010,No,05,2023,07,2009,1238,5427
3796,1,Visa,Debit,YES,1,30891.0,2011,No,04,2023,01,2004,1238,9689
3797,2,Mastercard,Debit,YES,1,31873.0,2017,No,01,2024,04,2017,1238,3186
3798,3,Amex,Credit,YES,2,15600.0,2019,No,07,2024,05,2010,1238,4113
3799,0,Mastercard,Debit (Prepaid),YES,1,110.0,2012,No,12,2022,07,2009,1239,7405
3800,1,Visa,Debit,YES,2,17405.0,2003,No,05,2024,03,2003,1239,3261
3801,2,Visa,Debit (Prepaid),YES,2,58.0,2020,No,12,2022,01,2020,1239,5029
3802,3,Mastercard,Credit,YES,1,9200.0,2007,No,10,2011,09,2007,1239,5785
3803,0,Visa,Credit,YES,2,11200.0,2020,No,02,2020,02,2020,1240,1106
3804,0,Mastercard,Debit,YES,1,23206.0,2018,No,12,2018,09,2018,1241,6656
3805,1,Visa,Debit,YES,2,35684.0,2012,No,04,2020,08,2010,1241,4256
3806,2,Mastercard,Debit (Prepaid),NO,1,76.0,2016,No,11,2016,11,2016,1241,5794
3807,3,Visa,Debit,YES,2,18270.0,2011,No,07,2023,01,2005,1241,1711
3808,0,Mastercard,Debit,YES,2,6588.0,2011,No,12,2020,05,2007,1242,7692
3809,1,Amex,Credit,YES,2,12200.0,2011,No,03,2021,04,2011,1242,0185
3810,2,Visa,Debit,YES,1,23083.0,2020,No,09,2022,02,2020,1242,9751
3811,3,Mastercard,Debit,YES,1,21497.0,2009,No,02,2022,11,2009,1242,7656
3812,0,Mastercard,Debit (Prepaid),YES,3,29.0,2012,No,02,2021,06,2006,1243,5975
3813,1,Mastercard,Debit,YES,2,20165.0,2012,No,07,2022,10,2010,1243,7599
3814,2,Discover,Credit,YES,2,16300.0,2011,No,05,2022,11,2009,1243,5107
3815,3,Discover,Credit,YES,1,11100.0,2010,No,03,2020,11,2009,1243,0888
3816,4,Visa,Credit,YES,2,7700.0,2014,No,08,2023,03,2014,1243,3441
3817,0,Mastercard,Credit,YES,2,6000.0,2010,No,01,2023,07,2004,1244,4467
3818,0,Mastercard,Debit,YES,1,2049.0,2020,No,04,2023,02,2020,1245,3182
3819,1,Amex,Credit,NO,1,7600.0,2020,No,12,2022,02,2020,1245,9854
3820,2,Mastercard,Debit,YES,1,14670.0,2020,No,01,2024,01,2020,1245,9293
3821,0,Mastercard,Credit,YES,2,11600.0,2014,No,01,2017,08,2014,1246,2111
3822,1,Visa,Debit,YES,1,14960.0,2015,No,04,2016,04,2015,1246,2964
3823,2,Mastercard,Credit,YES,2,9600.0,2015,No,09,2021,04,2006,1246,1524
3824,3,Mastercard,Debit,YES,2,17367.0,2007,No,10,2020,12,2007,1246,4069
3825,0,Mastercard,Debit,YES,1,21358.0,2010,No,04,2013,06,2006,1247,5512
3826,1,Visa,Credit,YES,1,16900.0,2010,No,09,2022,07,2007,1247,5460
3827,2,Mastercard,Credit,YES,2,8500.0,2009,No,09,2022,07,2004,1247,2551
3828,3,Visa,Debit,YES,1,28431.0,2008,No,04,2013,09,2008,1247,6825
3829,0,Mastercard,Debit,YES,2,77.0,2016,No,07,2020,02,2008,1248,2667
3830,1,Mastercard,Debit,YES,1,17360.0,2010,No,08,2024,01,2007,1248,4288
3831,2,Mastercard,Debit,YES,2,4055.0,2017,No,09,2021,10,2009,1248,0008
3832,0,Mastercard,Debit,YES,2,14216.0,2010,No,09,2023,02,2003,1249,2955
3833,1,Visa,Debit,NO,2,19037.0,2011,No,12,2023,04,2003,1249,1631
3834,2,Mastercard,Debit,YES,1,16028.0,2011,No,01,2020,08,2007,1249,1769
3835,3,Discover,Credit,YES,1,14200.0,2011,No,08,2010,04,2005,1249,2176
3836,0,Visa,Debit,YES,1,12640.0,2009,No,07,2023,09,2006,1250,4718
3837,1,Mastercard,Debit,YES,2,16868.0,2010,No,02,2020,03,2010,1250,9017
3838,2,Mastercard,Debit,YES,1,11121.0,2013,No,11,2022,02,2013,1250,7604
3839,3,Visa,Credit,YES,1,10000.0,2010,No,10,2020,10,2009,1250,7853
3840,0,Visa,Debit (Prepaid),YES,2,56.0,2011,No,07,2020,04,2001,1251,6102
3841,1,Visa,Debit,YES,2,27376.0,2012,No,01,2021,03,2012,1251,6628
3842,2,Mastercard,Debit,YES,2,32676.0,2012,No,07,2019,12,2012,1251,5565
3843,3,Visa,Debit,NO,1,25658.0,2009,No,04,2021,07,2009,1251,8041
3844,4,Visa,Credit,NO,2,22800.0,2011,No,05,2018,08,2008,1251,7541
3845,0,Mastercard,Credit,YES,2,10700.0,2020,No,06,2023,02,2020,1252,5166
3846,1,Visa,Credit,YES,2,5100.0,2015,No,02,2021,04,2015,1252,8380
3847,2,Visa,Credit,NO,1,7200.0,2020,No,01,2022,02,2020,1252,8141
3848,0,Visa,Debit,YES,1,16740.0,2011,No,03,2020,12,2009,1253,2414
3849,1,Visa,Debit,YES,1,13841.0,2020,No,02,2020,01,2020,1253,4166
3850,2,Visa,Debit,YES,1,15638.0,2012,No,12,2022,09,2012,1253,4898
3851,3,Amex,Credit,YES,1,11400.0,2007,No,05,2022,06,2007,1253,4170
3852,0,Mastercard,Debit,YES,1,12501.0,2014,No,09,2022,02,2014,1254,6939
3853,1,Mastercard,Debit (Prepaid),YES,1,71.0,2014,No,01,2023,08,2014,1254,7766
3854,2,Mastercard,Debit,YES,2,11164.0,2010,No,01,2011,06,2009,1254,5456
3855,0,Visa,Debit,YES,2,8365.0,2009,No,09,2021,08,2009,1255,6785
3856,1,Visa,Debit,YES,2,17104.0,2010,No,12,2021,05,2009,1255,2550
3857,2,Amex,Credit,YES,1,2100.0,2009,No,12,2013,02,2007,1255,4163
3858,3,Mastercard,Debit,YES,1,13634.0,2011,No,04,2006,01,2005,1255,9618
3859,4,Mastercard,Debit (Prepaid),YES,1,63.0,2015,No,09,2020,04,2015,1255,3617
3860,5,Mastercard,Debit,YES,2,18721.0,2009,No,01,2023,06,2005,1255,1310
3861,0,Amex,Credit,YES,2,3400.0,2008,No,09,2023,06,2004,1256,0216
3862,0,Mastercard,Debit,NO,1,6824.0,2020,No,11,2021,02,2020,1257,2602
3863,0,Visa,Credit,YES,1,20700.0,2020,No,10,2022,02,2020,1258,9909
3864,0,Visa,Credit,NO,1,6200.0,2013,No,05,2018,05,2005,1259,6500
3865,1,Visa,Debit (Prepaid),YES,2,31.0,2014,No,04,2021,02,2000,1259,1893
3866,2,Visa,Credit,YES,1,1000.0,2009,No,08,2021,11,2003,1259,4848
3867,3,Visa,Debit (Prepaid),YES,2,77.0,2007,No,10,2023,05,2004,1259,3725
3868,0,Mastercard,Debit (Prepaid),YES,2,31.0,2020,No,06,2023,01,2020,1260,3765
3869,1,Visa,Debit,YES,1,318.0,2020,No,06,2020,01,2020,1260,0851
3870,0,Visa,Debit,NO,1,20709.0,2020,No,04,2023,02,2020,1261,1795
3871,1,Mastercard,Debit,YES,2,20230.0,2010,No,10,2022,04,2007,1261,7991
3872,2,Mastercard,Debit,YES,2,14749.0,2012,No,10,2023,04,2012,1261,9630
3873,0,Mastercard,Debit,YES,3,9171.0,2005,No,09,2022,02,1999,1262,6203
3874,1,Amex,Credit,YES,2,17400.0,2013,No,05,2018,12,2013,1262,4558
3875,0,Mastercard,Debit,NO,2,14475.0,2009,No,10,2023,06,2007,1263,4439
3876,0,Mastercard,Debit,YES,2,15967.0,2009,No,12,2020,02,2007,1264,4610
3877,1,Visa,Debit,YES,1,12250.0,2019,No,08,2024,03,2019,1264,5257
3878,2,Visa,Debit (Prepaid),YES,2,63.0,2009,No,04,2024,11,2009,1264,6234
3879,3,Mastercard,Debit (Prepaid),YES,2,66.0,2010,No,08,2023,04,2007,1264,9462
3880,4,Visa,Credit,YES,1,8500.0,2014,No,09,2022,05,2008,1264,4821
3881,0,Mastercard,Debit (Prepaid),NO,1,65.0,2012,No,01,2024,07,2012,1265,2929
3882,1,Discover,Credit,YES,2,16100.0,2020,No,02,2020,02,2020,1265,8570
3883,2,Mastercard,Debit,YES,1,3313.0,2020,No,12,2020,01,2020,1265,6672
3884,0,Visa,Credit,YES,1,10400.0,2020,No,01,2020,01,2020,1266,3655
3885,1,Mastercard,Debit,NO,2,2117.0,2020,No,06,2021,02,2020,1266,7968
3886,2,Visa,Debit,YES,1,11265.0,2020,No,02,2020,01,2020,1266,8435
3887,3,Mastercard,Debit,YES,3,5618.0,2020,No,02,2021,01,2020,1266,7060
3888,0,Amex,Credit,YES,2,20800.0,2013,No,06,2022,10,2010,1267,8716
3889,1,Amex,Credit,YES,3,11700.0,2020,No,11,2020,02,2020,1267,6517
3890,2,Visa,Debit,YES,1,33028.0,2020,No,06,2022,01,2020,1267,1951
3891,3,Visa,Debit,YES,1,19830.0,2013,No,04,2024,12,2013,1267,4405
3892,4,Mastercard,Debit,YES,1,22482.0,2015,No,02,2019,07,2015,1267,6135
3893,5,Visa,Credit,YES,1,22400.0,2010,No,08,2023,10,2002,1267,2405
3894,6,Visa,Debit (Prepaid),YES,1,62.0,2012,No,10,2024,05,2010,1267,7343
3895,0,Mastercard,Debit,YES,2,27723.0,2010,No,01,2008,07,2007,1268,9341
3896,1,Mastercard,Credit,NO,1,31800.0,2012,No,03,2023,08,2008,1268,2774
3897,2,Mastercard,Debit,YES,1,16028.0,2009,No,03,2018,02,2009,1268,3654
3898,3,Mastercard,Debit,YES,2,25411.0,2013,No,01,2021,07,2002,1268,7529
3899,0,Visa,Debit,NO,1,11912.0,2014,No,10,2023,01,2014,1269,1311
3900,1,Mastercard,Debit,YES,2,13064.0,2017,No,12,2024,09,2017,1269,8880
3901,2,Mastercard,Debit,YES,2,8912.0,2015,No,10,2016,10,2015,1269,2853
3902,0,Mastercard,Debit,YES,2,15962.0,2013,No,01,2020,02,2008,1270,5384
3903,0,Visa,Credit,YES,1,18200.0,2014,No,11,2020,02,2005,1271,9977
3904,1,Mastercard,Debit,YES,2,3450.0,2014,No,08,2016,07,2006,1271,6124
3905,2,Visa,Debit,YES,1,3450.0,2016,No,05,2021,09,2008,1271,1033
3906,3,Mastercard,Debit,YES,1,39598.0,2006,No,11,2023,12,1999,1271,5941
3907,0,Mastercard,Debit,YES,1,36502.0,2016,No,01,2022,02,2016,1272,2777
3908,1,Visa,Credit,YES,1,14900.0,2014,No,10,2023,05,2006,1272,9514
3909,2,Mastercard,Credit,YES,1,11800.0,2012,No,09,2020,10,2012,1272,3415
3910,3,Amex,Credit,YES,1,14000.0,2012,No,06,2024,02,2010,1272,0544
3911,4,Visa,Credit,YES,2,16000.0,2009,No,05,2022,08,2008,1272,7585
3912,0,Mastercard,Debit,YES,2,32557.0,2008,No,10,2022,03,2008,1273,8769
3913,1,Mastercard,Debit,NO,1,21820.0,2011,No,02,2021,12,2011,1273,8272
3914,2,Mastercard,Debit,YES,2,14448.0,2011,No,06,2024,09,2005,1273,9167
3915,0,Mastercard,Debit,YES,2,19038.0,2010,No,08,2022,10,2008,1274,7713
3916,1,Mastercard,Debit,YES,1,23632.0,2009,No,03,2012,06,2007,1274,3110
3917,0,Mastercard,Debit,YES,2,18627.0,2010,No,12,2022,06,2004,1275,9120
3918,0,Mastercard,Debit (Prepaid),YES,1,86.0,2019,No,08,2021,06,2019,1276,2429
3919,1,Visa,Debit,YES,1,18944.0,2014,No,12,2014,11,2014,1276,0024
3920,2,Visa,Debit,YES,1,20962.0,2011,No,08,2022,01,2005,1276,0386
3921,3,Mastercard,Debit (Prepaid),YES,1,86.0,2006,No,02,2016,06,2004,1276,4936
3922,0,Amex,Credit,NO,2,6000.0,2015,No,10,2021,12,2015,1277,1306
3923,0,Amex,Credit,YES,1,12500.0,2016,No,02,2020,06,2016,1278,9965
3924,0,Amex,Credit,YES,1,17200.0,2015,No,04,2020,10,2015,1279,6955
3925,1,Mastercard,Debit,YES,1,31163.0,2014,No,01,2015,03,2014,1279,4478
3926,2,Mastercard,Debit (Prepaid),YES,1,59.0,2013,No,05,2024,06,2013,1279,1758
3927,3,Mastercard,Credit,NO,1,13500.0,2009,No,06,2024,04,2005,1279,3035
3928,0,Visa,Credit,YES,2,8900.0,2010,No,05,2022,05,2009,1280,1797
3929,1,Mastercard,Credit,YES,1,2900.0,2012,No,12,2024,07,2007,1280,1056
3930,2,Mastercard,Debit (Prepaid),YES,2,89.0,2009,No,04,2020,02,2009,1280,1706
3931,0,Visa,Credit,YES,2,5200.0,2009,No,09,2023,10,2008,1281,7148
3932,0,Mastercard,Debit,YES,2,6090.0,2011,No,04,2022,11,2009,1282,6629
3933,0,Visa,Debit,YES,1,31072.0,2014,No,11,2020,01,2014,1283,9991
3934,1,Amex,Credit,YES,2,11200.0,2020,No,06,2023,02,2020,1283,4163
3935,2,Mastercard,Debit (Prepaid),YES,1,38.0,2020,No,02,2020,02,2020,1283,5572
3936,0,Mastercard,Debit,YES,2,10670.0,2009,No,11,2010,01,2005,1284,2548
3937,1,Visa,Credit,YES,2,5900.0,2014,No,02,2024,10,2006,1284,3501
3938,2,Amex,Credit,YES,2,7600.0,2017,No,09,2017,09,2017,1284,5694
3939,3,Mastercard,Debit (Prepaid),YES,1,95.0,2019,No,05,2022,10,2019,1284,2088
3940,4,Visa,Credit,NO,1,5100.0,2006,No,04,2023,03,2006,1284,7607
3941,5,Visa,Debit,YES,1,1753.0,2012,No,12,2020,09,2006,1284,3290
3942,6,Visa,Debit,YES,2,8427.0,2014,No,03,2024,01,2006,1284,8596
3943,0,Visa,Debit,YES,1,27006.0,2007,No,09,2014,12,2007,1285,9189
3944,1,Mastercard,Debit,YES,1,34348.0,2010,No,08,2023,05,2009,1285,7960
3945,2,Mastercard,Debit,YES,1,25659.0,2011,No,12,2008,11,2008,1285,3600
3946,3,Visa,Credit,YES,2,14500.0,2010,No,08,2020,03,2010,1285,7453
3947,4,Visa,Credit,YES,1,16400.0,2008,No,09,2024,11,2008,1285,6524
3948,0,Visa,Debit,YES,2,9418.0,2007,No,09,2020,07,2007,1286,3489
3949,1,Mastercard,Debit,YES,1,20677.0,2011,No,07,2000,02,2000,1286,7065
3950,0,Mastercard,Debit,YES,1,21900.0,2011,No,08,2021,11,2008,1287,8155
3951,1,Amex,Credit,NO,2,13100.0,2009,No,08,2024,09,2009,1287,3287
