transaction_id,card_id,merchant_id,year,month,day,time,amount,use_chip,errors,is_fraud
85653,5004,21775,2012,9,1,11:10,12.87,Swipe Transaction,No Error,No
85654,1006,28128,2010,3,23,15:22,51.67,Swipe Transaction,No Error,No
85655,3524,1698,2005,3,9,16:21,87.28,Swipe Transaction,No Error,No
85656,225,28129,2014,1,29,11:43,49.76,Swipe Transaction,No Error,No
85657,5671,24079,2006,1,12,13:55,57.0,Swipe Transaction,No Error,No
85658,4439,17079,2017,9,4,13:02,7.99,Chip Transaction,No Error,No
85659,2801,13204,2017,9,22,10:48,147.64,Chip Transaction,No Error,No
85660,2338,28130,2009,11,22,17:34,29.28,Swipe Transaction,No Error,No
85661,5965,87,2006,8,13,22:44,0.77,Swipe Transaction,No Error,No
85662,2891,28131,2015,7,20,08:47,3.24,Chip Transaction,No Error,No
85663,2436,2134,2013,12,12,05:26,1.07,Swipe Transaction,No Error,No
85664,1319,5596,2014,2,10,12:26,97.59,Online Transaction,No Error,Yes
85665,2659,28132,2019,11,29,21:19,25.74,Chip Transaction,No Error,No
85666,3897,11005,2018,2,15,08:57,5.05,Chip Transaction,No Error,No
85667,187,28133,2014,5,15,16:13,258.09,Swipe Transaction,No Error,No
85668,2426,2090,2013,8,29,07:45,-60.0,Swipe Transaction,No Error,No
85669,1115,28134,2013,7,11,08:25,25.97,Swipe Transaction,No Error,No
85670,2170,7478,2015,8,26,06:20,1.88,Chip Transaction,No Error,No
85671,4300,2892,2018,5,14,16:29,158.25,Chip Transaction,No Error,Yes
85672,762,5420,2016,10,20,09:31,29.77,Chip Transaction,No Error,No
85673,1720,36,2008,1,14,08:59,244.07,Online Transaction,No Error,Yes
85674,5789,11962,2005,2,17,20:42,28.55,Swipe Transaction,No Error,No
85675,5156,28135,2009,3,11,14:22,37.07,Swipe Transaction,No Error,No
85676,3126,966,2012,6,28,09:44,2.01,Online Transaction,No Error,Yes
85677,4318,126,2018,4,8,08:17,140.0,Chip Transaction,No Error,No
85678,2618,28136,2014,6,2,07:16,95.15,Swipe Transaction,No Error,No
85679,2567,6286,2008,7,27,10:09,7.48,Swipe Transaction,No Error,No
85680,299,7290,2013,6,23,06:44,155.82,Swipe Transaction,No Error,No
85681,175,48,2015,7,12,09:45,163.72,Online Transaction,No Error,No
85682,4723,3108,2007,7,4,09:05,80.81,Swipe Transaction,No Error,Yes
85683,3596,28137,2018,8,5,08:39,2.53,Chip Transaction,No Error,No
85684,4705,19411,2012,11,4,10:07,11.91,Swipe Transaction,No Error,No
85685,2699,26872,2014,8,22,17:55,52.94,Swipe Transaction,No Error,No
85686,931,831,2008,9,28,09:39,2.29,Swipe Transaction,No Error,No
85687,4689,14128,2012,4,12,20:19,47.64,Swipe Transaction,No Error,No
85688,5995,28138,2010,7,29,14:46,7.65,Swipe Transaction,No Error,No
85689,1441,15,2016,10,21,22:47,111.73,Online Transaction,No Error,No
85690,4399,1712,2006,4,12,18:31,49.83,Swipe Transaction,No Error,No
85691,4591,28139,2014,7,1,14:14,11.24,Swipe Transaction,No Error,No
85692,3568,66,2009,1,19,10:25,73.71,Online Transaction,No Error,Yes
85693,1506,7769,2014,11,4,09:38,3.0,Swipe Transaction,No Error,No
85694,248,8364,2014,4,14,19:30,72.61,Swipe Transaction,No Error,No
85695,5555,1283,2015,1,13,14:23,41.66,Online Transaction,No Error,No
85696,1193,489,2001,2,6,09:31,70.0,Swipe Transaction,No Error,No
85697,1452,5749,2018,12,1,07:57,22.02,Chip Transaction,No Error,No
85698,3049,6700,2009,11,12,07:29,58.04,Swipe Transaction,No Error,No
85699,4329,28140,2008,10,3,09:11,207.93,Swipe Transaction,No Error,Yes
85700,3679,2119,2003,1,28,11:56,47.18,Swipe Transaction,No Error,No
85701,4441,15,2008,12,7,18:29,40.69,Online Transaction,No Error,No
85702,2427,1014,2006,10,27,11:24,80.0,Swipe Transaction,No Error,No
85703,330,19072,2019,7,20,02:06,1.84,Chip Transaction,No Error,No
85704,3836,416,2009,4,27,08:28,62.0,Swipe Transaction,No Error,No
85705,4680,1519,2013,9,27,11:43,202.69,Online Transaction,No Error,Yes
85706,3015,15,2007,9,4,06:11,15.62,Online Transaction,No Error,No
85707,269,25491,2017,7,18,14:38,145.82,Swipe Transaction,No Error,No
85708,4450,2203,1997,5,21,15:48,-95.0,Swipe Transaction,No Error,No
85709,2250,5242,2010,7,30,21:15,39.23,Swipe Transaction,No Error,No
85710,553,837,2019,8,4,16:59,215.23,Chip Transaction,No Error,No
85711,4445,624,2011,10,25,14:59,67.17,Swipe Transaction,No Error,No
85712,1196,1365,2014,11,2,11:30,1.9,Swipe Transaction,No Error,No
85713,618,49,2019,12,23,06:59,25.86,Online Transaction,No Error,No
85714,2462,1309,2014,4,21,11:43,2.2,Swipe Transaction,No Error,No
85715,5161,15,2013,3,9,07:25,35.77,Online Transaction,No Error,No
85716,5192,7998,2019,7,1,22:19,66.54,Swipe Transaction,No Error,No
85717,5156,118,2008,5,26,16:07,16.02,Online Transaction,No Error,No
85718,3160,28141,2008,7,6,12:06,79.46,Swipe Transaction,No Error,No
85719,3275,3828,2012,7,17,15:34,-56.0,Swipe Transaction,No Error,No
85720,3959,244,2018,12,27,10:51,5.93,Chip Transaction,No Error,Yes
85721,4186,123,2013,9,28,13:16,2.34,Online Transaction,No Error,Yes
85722,2963,84,2011,4,29,11:37,44.62,Online Transaction,No Error,No
85723,3833,8321,2010,3,7,23:19,1.66,Swipe Transaction,No Error,No
85724,3914,73,2016,5,18,18:28,30.18,Online Transaction,No Error,No
85725,2704,5493,2017,1,26,21:58,86.21,Chip Transaction,No Error,No
85726,5435,28142,2011,8,19,10:04,40.87,Swipe Transaction,No Error,No
85727,611,16332,2009,10,25,07:08,9.88,Swipe Transaction,No Error,No
85728,518,28143,2018,11,29,13:34,60.01,Chip Transaction,No Error,No
85729,97,3389,2016,12,6,10:50,-57.0,Chip Transaction,No Error,No
85730,4923,213,2019,5,24,13:39,737.44,Swipe Transaction,No Error,No
85731,4902,28144,2015,12,23,12:46,125.1,Swipe Transaction,No Error,Yes
85732,2748,1124,2017,7,2,10:09,100.0,Chip Transaction,No Error,No
85733,1021,407,2009,5,25,07:28,48.73,Swipe Transaction,No Error,No
85734,4727,28145,2011,4,1,07:28,34.84,Swipe Transaction,No Error,No
85735,2876,354,2016,4,28,15:54,252.81,Online Transaction,No Error,Yes
85736,5994,4327,2009,4,21,08:16,1.95,Swipe Transaction,No Error,No
85737,472,23067,2008,5,10,12:23,13.27,Swipe Transaction,No Error,Yes
85738,2426,1215,2001,2,7,07:42,3.41,Swipe Transaction,No Error,No
85739,2519,2003,2009,10,27,20:33,73.36,Online Transaction,No Error,Yes
85740,5863,28146,2002,7,31,20:10,60.68,Swipe Transaction,No Error,No
85741,1184,24183,2003,5,14,08:01,38.65,Swipe Transaction,No Error,No
85742,2299,1410,2019,4,16,17:53,25.04,Chip Transaction,No Error,Yes
85743,5630,7999,2011,12,18,15:08,7.93,Swipe Transaction,No Error,No
85744,5486,16885,2008,6,15,16:48,31.77,Swipe Transaction,No Error,No
85745,109,2897,2010,11,21,11:42,5.99,Swipe Transaction,No Error,No
85746,5557,1283,2016,4,15,14:16,39.96,Online Transaction,No Error,No
85747,2036,12044,2013,4,9,11:53,83.17,Swipe Transaction,No Error,No
85748,333,10,2019,10,3,17:38,70.03,Chip Transaction,No Error,Yes
85749,2908,7565,2011,7,7,21:18,43.66,Swipe Transaction,No Error,No
85750,3963,3372,1998,3,19,12:52,11.66,Swipe Transaction,No Error,No
85751,4300,3153,2013,8,31,07:35,40.73,Online Transaction,No Error,Yes
85752,5430,28147,2012,10,17,00:47,21.58,Swipe Transaction,No Error,No
85753,5161,28148,2005,10,15,16:55,80.0,Swipe Transaction,No Error,No
85754,495,13294,2005,7,1,13:31,52.21,Swipe Transaction,No Error,No
85755,1459,4389,1997,5,6,09:43,2.93,Swipe Transaction,No Error,No
85756,1555,9,2018,8,17,11:11,43.63,Online Transaction,No Error,No
85757,1108,36,2008,3,13,12:42,1.55,Online Transaction,No Error,Yes
85758,613,21911,2016,6,21,06:57,24.12,Chip Transaction,No Error,No
85759,1471,11714,2002,1,5,13:05,59.53,Swipe Transaction,No Error,No
85760,1284,28149,2018,5,28,08:03,52.62,Chip Transaction,No Error,No
85761,5318,3582,2014,10,4,04:37,18.52,Swipe Transaction,No Error,No
85762,3517,28150,2019,2,15,07:59,2.6,Chip Transaction,No Error,No
85763,2359,8913,2015,6,16,06:47,-78.0,Chip Transaction,No Error,No
85764,1578,28151,2011,8,21,13:59,89.34,Swipe Transaction,No Error,No
85765,1338,28152,2005,11,28,13:34,0.21,Swipe Transaction,No Error,Yes
85766,220,1512,2015,3,23,08:40,38.99,Chip Transaction,No Error,No
85767,2856,1801,2015,5,3,12:10,651.88,Online Transaction,No Error,Yes
85768,4353,6695,2016,12,5,14:31,40.0,Chip Transaction,No Error,No
85769,4064,6279,2008,10,15,12:03,-87.0,Swipe Transaction,No Error,No
85770,4485,6813,2016,6,27,16:31,47.34,Chip Transaction,No Error,No
85771,999,13999,2016,12,12,19:46,-88.0,Chip Transaction,Insufficient Balance,No
85772,1440,15,2007,6,8,15:57,77.34,Online Transaction,No Error,No
85773,5228,1931,2016,7,10,01:13,4.79,Chip Transaction,No Error,No
85774,3332,28153,2007,12,17,13:27,51.48,Swipe Transaction,No Error,No
85775,5864,9196,2016,12,8,11:46,29.69,Chip Transaction,No Error,No
85776,3312,4337,2017,12,21,13:02,-83.0,Swipe Transaction,No Error,No
85777,4088,1617,2010,3,23,07:10,15.86,Online Transaction,No Error,Yes
85778,2165,36,2016,2,16,10:47,216.3,Online Transaction,No Error,Yes
85779,4799,48,2016,8,6,12:26,142.42,Online Transaction,No Error,No
85780,409,500,2014,3,10,08:55,-177.0,Online Transaction,No Error,Yes
85781,5838,354,2013,8,17,07:31,83.28,Online Transaction,No Error,Yes
85782,3001,49,2008,10,13,14:55,14.72,Online Transaction,No Error,No
85783,2317,28154,2016,6,21,17:26,440.41,Swipe Transaction,No Error,Yes
85784,5676,3856,2015,10,20,03:36,65.95,Chip Transaction,No Error,No
85785,64,60,2017,2,5,08:00,7.37,Online Transaction,No Error,No
85786,2429,1129,2013,9,22,12:22,149.88,Online Transaction,No Error,Yes
85787,2511,15528,2003,10,20,09:02,2.4,Swipe Transaction,No Error,No
85788,5892,73,2017,3,13,22:05,34.15,Online Transaction,No Error,No
85789,1189,28155,2008,6,7,14:10,113.65,Swipe Transaction,No Error,Yes
85790,2675,174,2016,12,29,07:40,85.82,Chip Transaction,No Error,No
85791,888,4492,2005,11,26,11:59,40.0,Swipe Transaction,No Error,No
85792,5803,7345,2011,10,27,07:40,40.29,Swipe Transaction,No Error,No
85793,5125,21064,2014,8,18,14:15,97.97,Swipe Transaction,No Error,No
85794,420,5455,2019,8,26,10:02,129.04,Chip Transaction,No Error,No
85795,4244,3394,2009,7,14,08:42,65.59,Swipe Transaction,Insufficient Balance,No
85796,2534,1748,2020,1,20,10:48,11.94,Chip Transaction,No Error,No
85797,3001,3499,2011,3,12,12:42,196.97,Online Transaction,No Error,No
85798,3800,1793,2016,8,28,13:27,12.79,Chip Transaction,No Error,No
85799,209,13261,2010,8,31,23:03,19.14,Swipe Transaction,Insufficient Balance,No
85800,4169,11083,2014,10,2,13:16,12.34,Swipe Transaction,No Error,No
85801,1383,1258,2019,5,30,07:56,0.28,Chip Transaction,No Error,No
85802,4130,48,2013,11,17,07:30,155.92,Online Transaction,No Error,Yes
85803,4757,18543,2009,11,29,16:01,106.43,Swipe Transaction,No Error,No
85804,4237,1981,2015,9,21,09:29,154.41,Online Transaction,No Error,Yes
85805,1397,28156,2009,5,12,10:39,12.19,Swipe Transaction,No Error,No
85806,2027,4738,2010,12,1,21:02,65.55,Swipe Transaction,No Error,No
85807,550,28157,2003,9,10,13:40,22.16,Swipe Transaction,No Error,No
85808,4161,21216,2015,6,15,14:57,86.0,Chip Transaction,No Error,No
85809,277,2246,2006,1,13,16:50,16.13,Swipe Transaction,No Error,No
85810,1854,27089,2017,10,11,15:21,1.95,Swipe Transaction,No Error,No
85811,2503,3123,2014,12,19,14:51,35.53,Swipe Transaction,No Error,No
85812,3974,3316,2018,5,20,15:19,-93.0,Chip Transaction,No Error,No
85813,1245,6453,2010,5,24,12:59,15.89,Swipe Transaction,No Error,No
85814,3177,9884,2014,11,9,14:20,25.5,Swipe Transaction,No Error,No
85815,3127,747,2013,3,6,21:34,48.31,Swipe Transaction,No Error,No
85816,1191,1134,2016,7,21,12:04,1.82,Swipe Transaction,No Error,No
85817,79,15309,2008,10,29,20:45,150.65,Swipe Transaction,No Error,No
85818,3055,71,2010,8,24,07:33,4.34,Swipe Transaction,No Error,No
85819,4295,15,2008,10,21,20:34,48.88,Online Transaction,No Error,No
85820,3532,1981,2010,4,4,20:36,103.26,Online Transaction,No Error,No
85821,1029,3546,2014,9,14,15:26,10.52,Swipe Transaction,No Error,No
85822,3523,1698,2011,5,14,16:05,-69.0,Swipe Transaction,No Error,No
85823,1321,14032,2016,2,15,08:24,20.41,Chip Transaction,No Error,No
85824,668,28158,2017,3,25,11:25,127.93,Chip Transaction,No Error,No
85825,846,28159,2016,1,16,10:55,-439.0,Chip Transaction,Insufficient Balance,No
85826,1190,1134,2007,5,9,12:34,1.04,Swipe Transaction,No Error,No
85827,4444,14930,2013,3,26,18:38,41.62,Swipe Transaction,No Error,No
85828,623,28160,2018,12,9,08:26,2.15,Chip Transaction,No Error,No
85829,3199,5759,2014,9,29,09:03,12.26,Swipe Transaction,No Error,No
85830,3206,940,2018,12,16,19:10,57.0,Chip Transaction,No Error,No
85831,4275,5603,2018,1,25,10:57,9.28,Chip Transaction,No Error,No
85832,3579,28161,2017,4,7,09:11,1.98,Chip Transaction,No Error,No
85833,496,13465,2008,11,17,11:30,99.73,Swipe Transaction,No Error,Yes
85834,299,19099,2005,9,4,12:42,28.17,Swipe Transaction,No Error,No
85835,4639,22233,2016,4,17,06:38,92.0,Chip Transaction,No Error,No
85836,2834,1629,2010,11,6,10:39,1.87,Swipe Transaction,No Error,No
85837,5302,4348,2018,9,13,21:05,37.63,Chip Transaction,No Error,No
85838,2285,6354,2007,12,14,03:22,40.0,Swipe Transaction,No Error,No
85839,4445,624,2003,10,24,09:50,2.67,Swipe Transaction,No Error,No
85840,2734,551,2016,4,20,13:07,39.93,Online Transaction,No Error,No
85841,5806,2561,2012,8,3,10:09,63.0,Swipe Transaction,No Error,No
85842,2200,28162,2020,2,18,15:58,5.45,Swipe Transaction,No Error,No
85843,1196,42,2009,12,26,12:49,15.7,Online Transaction,No Error,No
85844,2466,24587,2010,8,9,06:14,30.3,Swipe Transaction,No Error,No
85845,4921,32,2004,3,12,01:17,-233.0,Online Transaction,No Error,Yes
85846,272,21672,2014,12,31,09:05,-85.0,Swipe Transaction,No Error,No
85847,776,354,2013,12,28,07:56,143.51,Online Transaction,No Error,Yes
85848,1084,25907,2012,7,28,20:03,45.69,Swipe Transaction,No Error,No
85849,1627,1312,2011,7,25,12:54,0.99,Swipe Transaction,No Error,No
85850,1636,14380,2009,12,8,02:26,1.19,Swipe Transaction,No Error,No
85851,2271,7322,2014,12,30,06:42,14.22,Swipe Transaction,No Error,No
85852,2088,48,2018,11,14,13:36,110.39,Online Transaction,No Error,No
85853,1655,15,2016,10,12,15:20,1.2,Online Transaction,No Error,No
85854,3614,1711,2014,5,25,07:41,1.3,Swipe Transaction,No Error,No
85855,638,25866,2009,9,21,13:12,59.0,Swipe Transaction,No Error,No
85856,711,28163,2015,7,17,12:04,101.99,Chip Transaction,No Error,No
85857,2755,15,2019,12,23,15:37,25.38,Online Transaction,No Error,No
85858,4279,28164,2014,10,3,18:51,52.46,Swipe Transaction,No Error,No
85859,526,12337,2016,5,21,10:57,71.63,Chip Transaction,No Error,No
85860,1750,6415,2015,7,15,11:21,48.7,Chip Transaction,No Error,No
85861,3718,22455,2006,3,2,09:59,18.98,Swipe Transaction,No Error,No
85862,5842,28165,2012,5,6,22:30,73.16,Swipe Transaction,No Error,No
85863,4499,6645,2011,10,31,11:43,73.6,Swipe Transaction,No Error,No
85864,3389,2588,2001,10,31,12:31,654.35,Swipe Transaction,No Error,Yes
85865,5959,14847,2016,7,14,07:20,65.18,Swipe Transaction,No Error,No
85866,5837,15,2015,3,14,10:46,47.23,Online Transaction,No Error,No
85867,2222,19796,2008,12,7,13:18,17.98,Swipe Transaction,No Error,No
85868,2117,28166,2008,7,5,06:18,3.68,Swipe Transaction,No Error,No
85869,3582,1611,2009,11,26,15:42,79.0,Swipe Transaction,No Error,No
85870,902,1604,2011,6,10,07:26,27.86,Swipe Transaction,No Error,No
85871,5158,26767,2006,6,24,12:51,239.27,Swipe Transaction,No Error,No
85872,1463,28167,2014,12,24,19:02,237.06,Swipe Transaction,No Error,No
85873,1426,2535,2016,12,3,20:10,70.46,Chip Transaction,No Error,No
85874,414,11488,1999,3,8,08:15,5.98,Swipe Transaction,No Error,No
85875,3197,5596,2016,1,3,13:09,34.63,Online Transaction,No Error,Yes
85876,257,15,2017,1,7,13:51,55.28,Online Transaction,No Error,No
85877,4340,14621,2007,5,25,19:22,30.62,Swipe Transaction,No Error,No
85878,4739,27974,2004,10,9,20:20,224.97,Swipe Transaction,No Error,No
85879,934,5326,2017,11,4,14:31,31.18,Chip Transaction,No Error,No
85880,4809,28168,2010,8,24,15:39,1.53,Swipe Transaction,No Error,No
85881,3931,6028,2009,6,6,10:01,32.91,Swipe Transaction,No Error,No
85882,4635,28169,2013,1,19,13:02,41.6,Swipe Transaction,No Error,No
85883,2657,376,2017,5,2,07:54,14.67,Swipe Transaction,No Error,No
85884,4450,5306,1998,6,2,21:12,34.62,Swipe Transaction,No Error,No
85885,3582,1185,2010,12,15,13:37,1.36,Swipe Transaction,No Error,No
85886,3440,872,2007,10,22,14:18,-283.0,Online Transaction,No Error,Yes
85887,5371,10847,2019,9,18,10:17,-99.0,Chip Transaction,No Error,No
85888,762,28170,2019,9,7,08:59,48.63,Chip Transaction,No Error,No
85889,1611,28171,2016,4,20,12:08,45.97,Chip Transaction,No Error,No
85890,3659,11677,2014,10,29,10:33,39.56,Swipe Transaction,No Error,No
85891,1169,6013,2016,6,25,20:36,72.85,Chip Transaction,No Error,No
85892,2953,5854,2004,8,13,12:01,287.71,Swipe Transaction,No Error,Yes
85893,789,245,2018,11,30,07:07,1.76,Online Transaction,No Error,Yes
85894,2425,28172,2017,3,30,07:49,3.71,Chip Transaction,No Error,No
85895,3473,1816,2019,5,11,17:06,61.27,Chip Transaction,No Error,No
85896,610,3450,2016,11,13,03:48,110.67,Chip Transaction,No Error,No
85897,3019,6817,2010,10,8,11:15,129.93,Online Transaction,No Error,Yes
85898,6084,28173,2019,11,28,18:30,91.34,Swipe Transaction,No Error,No
85899,1490,28174,2011,4,18,13:13,42.42,Swipe Transaction,No Error,No
85900,6071,28175,2010,6,16,18:05,41.07,Swipe Transaction,No Error,No
85901,5465,28176,2004,11,5,07:39,6.64,Swipe Transaction,No Error,No
85902,98,9870,2005,6,17,11:09,3.84,Swipe Transaction,No Error,No
85903,1459,3509,2005,4,6,14:17,25.39,Swipe Transaction,No Error,No
85904,2908,28177,2004,5,1,18:56,12.42,Swipe Transaction,No Error,No
85905,1032,28178,2014,1,19,19:16,96.0,Swipe Transaction,No Error,No
85906,5031,21365,2008,3,3,06:15,3.18,Swipe Transaction,No Error,No
85907,3773,9,2019,11,2,08:04,2.6,Online Transaction,No Error,No
85908,4797,28179,2018,10,10,16:19,61.95,Chip Transaction,No Error,No
85909,2404,28180,2018,7,10,22:33,30.77,Chip Transaction,No Error,No
85910,553,15,2013,2,21,10:46,7.33,Online Transaction,No Error,No
85911,4752,12599,2013,7,13,13:31,99.0,Swipe Transaction,No Error,No
85912,5213,2034,2015,10,30,09:48,14.29,Online Transaction,No Error,Yes
85913,3481,12849,2020,1,5,16:00,10.38,Swipe Transaction,No Error,No
85914,2486,313,2014,1,6,03:51,-101.0,Online Transaction,No Error,Yes
85915,454,6591,2010,4,2,07:03,0.47,Swipe Transaction,No Error,No
85916,1184,28181,2002,9,16,18:32,206.78,Swipe Transaction,No Error,No
85917,3266,2011,2008,4,24,08:38,162.43,Online Transaction,No Error,Yes
85918,5569,28182,2012,5,23,12:31,40.9,Swipe Transaction,No Error,No
85919,3292,13903,2016,5,10,11:40,14.94,Chip Transaction,No Error,No
85920,1480,22266,2005,2,8,16:52,8.86,Swipe Transaction,No Error,No
85921,5530,28183,2001,6,8,07:29,60.0,Swipe Transaction,No Error,No
85922,3642,28184,2002,5,16,07:08,35.93,Swipe Transaction,No Error,No
85923,278,12890,2019,6,28,12:08,20.35,Chip Transaction,No Error,No
85924,1260,15,2006,2,21,07:32,30.13,Online Transaction,No Error,No
85925,3554,1354,2016,3,29,15:07,160.0,Chip Transaction,No Error,No
85926,5676,28185,2006,12,8,01:16,16.52,Swipe Transaction,No Error,No
85927,5531,1354,2019,11,21,07:17,60.0,Chip Transaction,No Error,No
85928,3761,17275,2008,4,16,11:40,91.78,Swipe Transaction,No Error,No
85929,3446,48,2012,11,17,02:42,125.72,Online Transaction,No Error,No
85930,2239,253,2005,1,11,12:25,60.0,Swipe Transaction,No Error,No
85931,4013,28186,2009,7,22,08:35,90.81,Swipe Transaction,No Error,No
85932,3007,28187,2013,9,26,01:21,25.3,Swipe Transaction,No Error,No
85933,2248,28188,2010,11,20,21:31,26.18,Swipe Transaction,No Error,No
85934,1802,272,2012,9,22,11:47,80.0,Swipe Transaction,No Error,No
85935,4190,26172,2016,10,16,11:42,3.08,Chip Transaction,No Error,No
85936,2798,32,2008,11,8,08:20,11.51,Online Transaction,No Error,Yes
85937,3252,18273,2015,5,22,17:17,120.0,Chip Transaction,No Error,No
85938,2998,18,2011,12,19,12:37,48.28,Online Transaction,No Error,No
85939,1077,28189,2006,2,13,07:20,21.8,Swipe Transaction,No Error,No
85940,1870,1981,2016,5,10,12:26,3.78,Online Transaction,No Error,Yes
85941,1293,28190,2008,1,9,12:21,-477.0,Swipe Transaction,No Error,No
85942,2707,25343,2011,2,4,11:55,10.56,Swipe Transaction,No Error,No
85943,2102,26037,2011,11,17,18:42,58.57,Swipe Transaction,No Error,No
85944,5680,3346,2016,10,6,20:10,57.0,Chip Transaction,No Error,No
85945,1466,18698,2015,2,8,12:58,14.45,Chip Transaction,No Error,No
85946,4036,15129,2004,5,29,12:27,9.34,Swipe Transaction,No Error,No
85947,2247,8637,2013,10,4,07:21,11.86,Swipe Transaction,No Error,No
85948,4079,28191,2018,5,7,07:56,90.3,Chip Transaction,No Error,No
85949,5808,7323,2001,5,15,03:43,3.96,Swipe Transaction,No Error,No
85950,1198,1365,2019,4,8,11:51,1.91,Chip Transaction,No Error,No
85951,5161,4411,2014,3,5,17:47,1.98,Swipe Transaction,No Error,No
85952,3089,15562,2002,9,1,12:56,-80.0,Swipe Transaction,No Error,No
85953,6013,8999,2014,11,16,10:47,1.9,Swipe Transaction,No Error,No
85954,4081,9263,2005,10,8,18:00,27.21,Swipe Transaction,No Error,No
85955,3316,188,2007,8,26,13:42,59.0,Online Transaction,No Error,Yes
85956,3112,3612,2016,4,19,22:22,22.54,Chip Transaction,No Error,No
85957,934,17734,2000,2,26,14:46,66.48,Swipe Transaction,No Error,No
85958,940,498,2012,1,10,14:57,13.92,Online Transaction,No Error,No
85959,3045,354,2009,6,29,00:19,151.85,Online Transaction,No Error,Yes
85960,5707,673,2014,5,13,22:56,122.67,Swipe Transaction,No Error,No
85961,4947,28192,2010,3,1,14:40,90.88,Swipe Transaction,No Error,No
85962,4739,28193,2014,2,12,18:57,35.19,Swipe Transaction,No Error,No
85963,4999,1656,2006,7,12,13:16,59.89,Swipe Transaction,No Error,Yes
85964,2498,4116,2013,6,15,12:42,46.07,Swipe Transaction,No Error,No
85965,4104,8876,2003,4,3,14:31,23.2,Swipe Transaction,No Error,No
85966,6107,18,2018,9,30,14:57,46.43,Online Transaction,No Error,No
85967,4699,13137,2013,12,6,06:03,94.0,Swipe Transaction,No Error,No
85968,4104,9563,2001,2,6,10:35,80.0,Swipe Transaction,No Error,No
85969,419,5455,2008,2,10,10:00,107.77,Swipe Transaction,No Error,No
85970,5904,5709,2014,3,29,14:32,-57.0,Swipe Transaction,No Error,No
85971,4085,3174,2009,7,15,11:30,0.78,Swipe Transaction,No Error,No
85972,975,354,2016,3,6,10:54,59.3,Online Transaction,Insufficient Balance,Yes
85973,2993,613,2002,7,15,16:31,1.18,Swipe Transaction,No Error,No
85974,4873,2653,2008,7,18,13:40,0.0,Online Transaction,No Error,Yes
85975,5676,148,2011,5,9,08:21,74.36,Swipe Transaction,No Error,No
85976,3167,11661,2015,10,7,00:48,166.19,Chip Transaction,No Error,No
85977,3836,27320,2018,10,31,19:28,2.71,Chip Transaction,No Error,Yes
85978,5902,24961,2004,11,17,02:33,113.84,Online Transaction,No Error,Yes
85979,2241,28194,2006,7,16,14:27,66.42,Swipe Transaction,No Error,No
85980,3706,28195,2012,12,15,20:16,38.13,Swipe Transaction,No Error,No
85981,350,15,2015,3,2,12:20,48.22,Online Transaction,No Error,No
85982,4624,28196,2012,10,8,21:58,102.75,Swipe Transaction,No Error,No
85983,1706,26992,2012,1,24,23:55,211.0,Swipe Transaction,No Error,No
85984,962,1910,2010,4,8,12:57,155.72,Online Transaction,No Error,Yes
85985,3521,18,2014,12,1,07:23,78.16,Online Transaction,No Error,No
85986,151,4319,2002,7,18,12:51,6.08,Swipe Transaction,No Error,No
85987,5664,16879,2017,11,12,15:58,41.55,Chip Transaction,No Error,No
85988,4903,28197,2009,5,19,11:06,-470.0,Swipe Transaction,No Error,No
85989,1263,15,2018,1,2,20:32,21.22,Online Transaction,No Error,No
85990,1471,25582,2007,9,10,15:42,39.13,Swipe Transaction,No Error,No
85991,5348,28198,2012,2,9,15:38,6.95,Swipe Transaction,No Error,No
85992,3422,28199,2016,3,25,12:03,-94.0,Chip Transaction,No Error,No
85993,1237,6617,2016,3,12,12:24,11.53,Chip Transaction,No Error,No
85994,4493,19974,2013,6,2,09:53,4.38,Swipe Transaction,No Error,No
85995,2319,3292,2011,12,12,21:47,73.0,Swipe Transaction,No Error,No
85996,4439,2048,2013,12,19,10:33,1.75,Swipe Transaction,No Error,No
85997,5495,28200,2004,7,14,13:18,176.46,Swipe Transaction,No Error,No
85998,6099,8335,2011,6,1,08:04,11.01,Swipe Transaction,No Error,No
85999,313,4913,2011,6,30,08:33,1.8,Swipe Transaction,No Error,No
86000,1189,28201,2016,6,25,15:40,130.89,Chip Transaction,No Error,No
86001,2327,711,2008,5,18,20:31,64.17,Online Transaction,No Error,Yes
86002,3555,2325,2007,3,7,13:45,343.34,Online Transaction,No Error,No
86003,149,6818,2013,8,22,14:12,-59.0,Swipe Transaction,No Error,No
86004,3030,20924,1996,3,26,19:02,63.85,Swipe Transaction,No Error,No
86005,2278,8269,2014,2,14,11:43,4.32,Swipe Transaction,No Error,No
86006,4561,15,2018,10,13,19:59,40.27,Online Transaction,No Error,No
86007,2519,2003,2009,10,27,20:34,-341.0,Online Transaction,No Error,Yes
86008,5202,10921,2019,11,25,11:08,-95.0,Swipe Transaction,No Error,No
86009,3952,5502,2012,12,4,17:30,331.7,Swipe Transaction,No Error,No
86010,4236,23776,2013,7,2,14:48,5.66,Swipe Transaction,No Error,No
86011,3386,406,2019,3,21,12:49,3.41,Chip Transaction,No Error,Yes
86012,2045,18210,2017,8,26,17:41,74.23,Chip Transaction,No Error,No
86013,4795,48,2009,12,15,20:45,49.01,Online Transaction,No Error,No
86014,3325,1756,2016,2,25,14:01,65.77,Swipe Transaction,No Error,No
86015,4849,15,2013,1,21,15:35,52.36,Online Transaction,No Error,No
